"","host_gene_id","host_gene_name","mirna_id","mirna_name","host_gene_stable_id","id"
"1179","ENSMUSG00000004317.14","Clcn5","ENSMUSG00000070108.2","Mir500","ENSMUSG00000004317","Clcn5 (Mir500)"
"1180","ENSMUSG00000004317.14","Clcn5","ENSMUSG00000076251.1","Mir501","ENSMUSG00000004317","Clcn5 (Mir501)"
"1181","ENSMUSG00000004317.14","Clcn5","ENSMUSG00000070100.1","Mir362","ENSMUSG00000004317","Clcn5 (Mir362)"
"1182","ENSMUSG00000004317.14","Clcn5","ENSMUSG00000065398.1","Mir188","ENSMUSG00000004317","Clcn5 (Mir188)"
"1183","ENSMUSG00000004317.14","Clcn5","ENSMUSG00000070139.1","Mir532","ENSMUSG00000004317","Clcn5 (Mir532)"
"1184","ENSMUSG00000031153.16","Gripap1","ENSMUSG00000080645.1","Mir1198","ENSMUSG00000031153","Gripap1 (Mir1198)"
"1185","ENSMUSG00000037217.15","Syn1","ENSMUSG00000093408.1","Mir5617","ENSMUSG00000037217","Syn1 (Mir5617)"
"1186","ENSMUSG00000001986.16","Gria3","ENSMUSG00000093206.2","Gm22413","ENSMUSG00000001986","Gria3 (Gm22413)"
"1187","ENSMUSG00000031105.16","Slc25a14","ENSMUSG00000098271.1","Gm27828","ENSMUSG00000031105","Slc25a14 (Gm27828)"
"1188","ENSMUSG00000081350.1","Gm5388","ENSMUSG00000093266.1","Gm23417","ENSMUSG00000081350","Gm5388 (Gm23417)"
"1189","ENSMUSG00000055653.13","Gpc3","ENSMUSG00000105738.1","Mir6384","ENSMUSG00000055653","Gpc3 (Mir6384)"
"1190","ENSMUSG00000055653.13","Gpc3","ENSMUSG00000076214.1","Mir717","ENSMUSG00000055653","Gpc3 (Mir717)"
"1191","ENSMUSG00000061273.3","Mmgt1","ENSMUSG00000092787.1","Mir5116","ENSMUSG00000061273","Mmgt1 (Mir5116)"
"1192","ENSMUSG00000031137.17","Fgf13","ENSMUSG00000070110.2","Mir504","ENSMUSG00000031137","Fgf13 (Mir504)"
"1193","ENSMUSG00000062949.13","Atp11c","ENSMUSG00000070081.2","Mir505","ENSMUSG00000062949","Atp11c (Mir505)"
"1194","ENSMUSG00000071753.12","C230004F18Rik","ENSMUSG00000080555.2","Gm24396","ENSMUSG00000071753","C230004F18Rik (Gm24396)"
"1195","ENSMUSG00000031340.8","Gabre","ENSMUSG00000065542.1","Mir224","ENSMUSG00000031340","Gabre (Mir224)"
"1196","ENSMUSG00000031340.8","Gabre","ENSMUSG00000070138.1","Mir452","ENSMUSG00000031340","Gabre (Mir452)"
"1197","ENSMUSG00000031343.13","Gabra3","ENSMUSG00000076455.1","Mir767","ENSMUSG00000031343","Gabra3 (Mir767)"
"1198","ENSMUSG00000031343.13","Gabra3","ENSMUSG00000077847.1","Mir105","ENSMUSG00000031343","Gabra3 (Mir105)"
"1199","ENSMUSG00000031351.15","Zfp185","ENSMUSG00000089357.1","Mir2137","ENSMUSG00000031351","Zfp185 (Mir2137)"
"1200","ENSMUSG00000031392.18","Irak1","ENSMUSG00000092907.1","Mir5132","ENSMUSG00000031392","Irak1 (Mir5132)"
"1201","ENSMUSG00000019088.13","Dnase1l1","ENSMUSG00000099226.1","Mir7091","ENSMUSG00000019088","Dnase1l1 (Mir7091)"
"1202","ENSMUSG00000001962.8","Fam50a","ENSMUSG00000106409.1","Mir7092","ENSMUSG00000001962","Fam50a (Mir7092)"
"1203","ENSMUSG00000035476.9","Tab3","ENSMUSG00000106312.1","Gm44378","ENSMUSG00000035476","Tab3 (Gm44378)"
"1204","ENSMUSG00000097961.1","Gm27000","ENSMUSG00000084559.1","Mir1906-2","ENSMUSG00000097961","Gm27000 (Mir1906-2)"
"1205","ENSMUSG00000043929.16","Klhl15","ENSMUSG00000099072.1","Mir7673","ENSMUSG00000043929","Klhl15 (Mir7673)"
"1206","ENSMUSG00000078122.4","F630028O10Rik","ENSMUSG00000076066.1","Mir223","ENSMUSG00000078122","F630028O10Rik (Mir223)"
"1207","ENSMUSG00000031214.13","Ophn1","ENSMUSG00000099037.1","Gm27554","ENSMUSG00000031214","Ophn1 (Gm27554)"
"1208","ENSMUSG00000059327.9","Eda","ENSMUSG00000076398.1","Mir676","ENSMUSG00000059327","Eda (Mir676)"
"1209","ENSMUSG00000086370.9","Ftx","ENSMUSG00000065509.3","Mir421","ENSMUSG00000086370","Ftx (Mir421)"
"1210","ENSMUSG00000086370.9","Ftx","ENSMUSG00000076269.1","Mir374b","ENSMUSG00000086370","Ftx (Mir374b)"
"1211","ENSMUSG00000046449.15","Nexmif","ENSMUSG00000076286.1","Mir672","ENSMUSG00000046449","Nexmif (Mir672)"
"1212","ENSMUSG00000087620.7","5330434G04Rik","ENSMUSG00000065425.1","Mir325","ENSMUSG00000087620","5330434G04Rik (Mir325)"
"1213","ENSMUSG00000073010.9","Gm5127","ENSMUSG00000080380.1","Gm22102","ENSMUSG00000073010","Gm5127 (Gm22102)"
"1214","ENSMUSG00000025531.14","Chm","ENSMUSG00000065510.1","Mir361","ENSMUSG00000025531","Chm (Mir361)"
"1215","ENSMUSG00000031256.11","Cstf2","ENSMUSG00000093172.1","Mir3112","ENSMUSG00000031256","Cstf2 (Mir3112)"
"1216","ENSMUSG00000049047.11","Armcx3","ENSMUSG00000099272.1","Mir7093","ENSMUSG00000049047","Armcx3 (Mir7093)"
"1217","ENSMUSG00000072969.2","Armcx5","ENSMUSG00000106264.1","Mir7646","ENSMUSG00000072969","Armcx5 (Mir7646)"
"1218","ENSMUSG00000043384.15","Gprasp1","ENSMUSG00000106264.1","Mir7646","ENSMUSG00000043384","Gprasp1 (Mir7646)"
"1219","ENSMUSG00000047045.17","Tmem164","ENSMUSG00000076011.1","Mir652","ENSMUSG00000047045","Tmem164 (Mir652)"
"1220","ENSMUSG00000042225.3","Ammecr1","ENSMUSG00000106151.1","Gm44351","ENSMUSG00000042225","Ammecr1 (Gm44351)"
"1221","ENSMUSG00000067276.5","Capn6","ENSMUSG00000105967.1","Gm47298","ENSMUSG00000067276","Capn6 (Gm47298)"
"1222","ENSMUSG00000071679.4","Rtl4","ENSMUSG00000092917.1","Mir3472","ENSMUSG00000071679","Rtl4 (Mir3472)"
"1223","ENSMUSG00000041380.13","Htr2c","ENSMUSG00000092879.1","Gm22650","ENSMUSG00000041380","Htr2c (Gm22650)"
"1224","ENSMUSG00000041380.13","Htr2c","ENSMUSG00000076458.1","Mir764","ENSMUSG00000041380","Htr2c (Mir764)"
"1225","ENSMUSG00000041380.13","Htr2c","ENSMUSG00000093039.1","Mir1912","ENSMUSG00000041380","Htr2c (Mir1912)"
"1226","ENSMUSG00000041380.13","Htr2c","ENSMUSG00000093122.1","Mir1264","ENSMUSG00000041380","Htr2c (Mir1264)"
"1227","ENSMUSG00000041380.13","Htr2c","ENSMUSG00000080331.1","Mir1298","ENSMUSG00000041380","Htr2c (Mir1298)"
"1228","ENSMUSG00000041380.13","Htr2c","ENSMUSG00000084713.2","Gm24627","ENSMUSG00000041380","Htr2c (Gm24627)"
"1229","ENSMUSG00000041380.13","Htr2c","ENSMUSG00000065450.1","Mir448","ENSMUSG00000041380","Htr2c (Mir448)"
"1230","ENSMUSG00000025269.16","Apex2","ENSMUSG00000099172.1","Mir3620","ENSMUSG00000025269","Apex2 (Mir3620)"
"1231","ENSMUSG00000025261.17","Huwe1","ENSMUSG00000093219.1","Mir3113","ENSMUSG00000025261","Huwe1 (Mir3113)"
"1232","ENSMUSG00000025261.17","Huwe1","ENSMUSG00000065602.1","Mirlet7f-2","ENSMUSG00000025261","Huwe1 (Mirlet7f-2)"
"1233","ENSMUSG00000025261.17","Huwe1","ENSMUSG00000065536.2","Mir98","ENSMUSG00000025261","Huwe1 (Mir98)"
"1234","ENSMUSG00000031357.3","Syap1","ENSMUSG00000092752.1","Mir3473a","ENSMUSG00000031357","Syap1 (Mir3473a)"
"1235","ENSMUSG00000075874.1","n-R5s1","ENSMUSG00000106618.1","Gm47281","ENSMUSG00000075874","n-R5s1 (Gm47281)"
